author,desc,plays,likes,shares,comments,link,song
rese💰,#duet with @adrian_senior i am shooketh #fyp #foryou,112300,12300,107,58,https://v16m.tiktokcdn.com/3bc1a8f429e63dbb0723c3dfcf549d74/5eec43ca/video/tos/useast2a/tos-useast2a-pve-0068/7ced87fef50845d6ac98eef9a0993362/?a=1233&br=1522&bt=761&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224902010189194163498CC4A8&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=andsODhtdXQzdTMzOzczM0ApaWQ2ZDo6Z2RmN2Q4ZjNlZWdgb2poNS5nazRfLS01MTZzc2MvNS4uMGIwXjFhMV5hLmM6Yw%3D%3D&vl=&vr=,original sound
John John,trust me wearing a mask with a beard SUCKS #facemaskchallenge #haireverywhere #beardmask #iknowitlooksbad #stopthespread #beardedmen #viralchallenge,383200,16800,6027,930,https://v16m.tiktokcdn.com/3c81932fc40a8282fb34be36b5df91df/5eec43c9/video/tos/useast2a/tos-useast2a-pve-0068/3ae792c3f0054601a4ac7d2d7027fbbc/?a=1233&br=2436&bt=1218&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224902010189194163498CC4A8&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=anQ7ZnE7c3JsdDMzOTczM0ApOzVlZzM1O2U3Nzo1PGdlPGdkZGhwMjMtZmFfLS1hMTZzczU2L2IxNjJhMjAxLmAzXjE6Yw%3D%3D&vl=&vr=,Laxed (Siren Beat)
reposts.zzz,Posting every time I get a follower. #notonething #PetRoutine #healthyliving #spacewalkchallenge #dancing #4u #fyp #dogs #replytocomments #weekends,514200,70300,8378,1466,https://v16m.tiktokcdn.com/a0b28f039c2b90c01db09215893c4af9/5eec43c5/video/tos/useast2a/tos-useast2a-ve-0068c003/cf13415803934e0aa46cb5dd87cf9ec6/?a=1233&br=1338&bt=669&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224902010189194163498CC4A8&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M2U3bGc2aTl0dTMzZjczM0ApNTtlZGk3aWQ5Nzs3aTw1ZWdecW00cmEtNV9fLS1eMTZzczNfNmNjM2JgYGFhLTM0YDY6Yw%3D%3D&vl=&vr=,original sound
Dadlife,Our shed is now our Bar! #shed #bar #fyp #sports #foryoupage #fypシ #trending #carpentry #lifestyle #daydrink,227800,11200,3279,198,https://v16m.tiktokcdn.com/6d65c0def706b4bfab8f0f00b88681ae/5eec43d1/video/tos/useast2a/tos-useast2a-pve-0068/6d956b4db7ab4150b76f78b39b5e8d25/?a=1233&br=3826&bt=1913&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224902010189194163498CC4A8&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=am90OW47czgzdTMzMzczM0ApZWVmNWQ3NGQzN2VoaDRnNmdjMWk0MjMtcmhfLS1iMTZzc2IvLjBjNTAvYzFhNmA1NjM6Yw%3D%3D&vl=&vr=,ROCKSTAR
soy_maarlehn,#duet with @etasaevans 😂😂 she was all into it #FYI,1300000,204100,428,91,https://v16m.tiktokcdn.com/7d2a5b6c83babb836342c5e7504e425f/5eec43d8/video/tos/useast2a/tos-useast2a-pve-0068/2f7ee946fc954030bb2b6bc073c8eb67/?a=1233&br=1970&bt=985&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224902010189194163498CC4A8&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=amY0bnNucjc2dTMzZjczM0ApNWY2NTU7NmU6NztmOWhlNGdyMjNuMi5tXjVfLS0xMTZzczQzYy4tYzQ0MDZeMzReXjQ6Yw%3D%3D&vl=&vr=,original sound
The TikTok Stones,Part 7. #rosesarered #fyp #sayhellotomylittlefriend #foryou #scarface #xyzbca,531200,94200,14800,292,https://v16m.tiktokcdn.com/20dfe4c8e4ce2e4820a9d264ed14cf57/5eec43c9/video/tos/useast2a/tos-useast2a-pve-0068/8a7dc0c8c3b145649974783d5a398489/?a=1233&br=1644&bt=822&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224902010189194163498CC4A8&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=anM6NHI1bXE3dTMzZzczM0ApM2loNTRkO2U1NzxnZjs6M2ctaGxecGBwMGJfLS0vMTZzczVjNTMyXi82LzFjX2IxLzY6Yw%3D%3D&vl=&vr=,original sound
Francheska Erica,Bay area ☹️🤟🏻 #fyp #bayarea #49ers #nationalanthemchallenge #familystorytime #inyourface #electricitygame,102200,9971,61,302,https://v16m.tiktokcdn.com/07ec8680401199048dcdd187412e29d7/5eec43cd/video/tos/useast2a/tos-useast2a-pve-0068/7be34618400f4e78bee26c9709399b24/?a=1233&br=2500&bt=1250&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224902010189194163498CC4A8&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=am9paHhpdHA8dTMzaDczM0ApNmk6aTY7NWVoN2Q0OmgzM2dkbzE2aGVybzFfLS0yMTZzczUxNjAxNi40Li1iMzA1NmE6Yw%3D%3D&vl=&vr=,show respect
Ellie ✨,I wish this was fake 😂 #projectcar #xj #jeep,3700000,321700,20400,1694,https://v16m.tiktokcdn.com/f13731b5694dbdc1dc347c254979f0bf/5eec43c8/video/tos/useast2a/tos-useast2a-ve-0068c001/3780d3609860476ba98e41ed648b4fbe/?a=1233&br=2974&bt=1487&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224902010189194163498CC4A8&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=amR3MzhzZHM5dTMzOjczM0ApZjNoaTUzM2Q4NzkzOGk8Zmc2MzMuYi40bGdfLS1jMTZzc19eXzFgMS1fX141MS5fNi46Yw%3D%3D&vl=&vr=,original sound
Armen Adamjan,Keep Bugs Away 🌱🙌 #garden #trick #tips #plants #learnfromme #alwayslearning #organic #natural #gardening #lifehacks #magic #recipe #amazing #diy,314600,45500,12500,665,https://v16m.tiktokcdn.com/da25aaed4fcd4e1ab102240fd954a02e/5eec43e4/video/tos/useast2a/tos-useast2a-pve-0068/97609154152f42488be8ba7dc7fe9029/?a=1233&br=4858&bt=2429&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224902010189194163498CC4A8&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=anlyPGVwZGxxdTMzaTczM0ApNTNlaGQzaDs0N2U3aWdkM2djXjJzX2dhNS9fLS1gMTZzczYwLzE2YjA2Xi4xLzNiLS06Yw%3D%3D&vl=&vr=,original sound
Noah DiMattina,blowing up a pool with dynamite 😳 #fyp #foryou #foryoupage #viral #fun #funny #comedy #tiktok #prank,945100,112200,332,424,https://v16m.tiktokcdn.com/f8a827667d4f719c259770f0721d9eb8/5eec43c8/video/tos/useast2a/tos-useast2a-pve-0068/55ae33df73604c4fa972fa8324cc14b2/?a=1233&br=8620&bt=4310&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224902010189194163498CC4A8&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M3M4cjxvcTRkdTMzMzczM0ApNjw5Mzo5M2VpNzxkZTU6NGdmbGEwZ3MvLmlfLS1jMTZzc140NTUzMi5eLzA0Yy0tYTQ6Yw%3D%3D&vl=&vr=,original sound
ciñ’ceri’a🕺🏽,i felt that last one in my soul #fyp #foryoupage,145900,16800,17,54,https://v16m.tiktokcdn.com/42a5764915bc01a31bed6c80abe8abc2/5eec43cc/video/tos/useast2a/tos-useast2a-ve-0068c004/5f96dbd76dc84c79bd947cdade6d101b/?a=1233&br=2188&bt=1094&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224902010189194163498CC4A8&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M282bHRmeWg8dDMzNjczM0ApNDNpNWU3OTs3NzY5OzQ3PGdqYTI0a2BzMXBfLS01MTZzczAxNDBhLTBfLTZgLjIvMmM6Yw%3D%3D&vl=&vr=,original sound
Dhatboi_Nes2,#duet with @officer_eudy 😂😂,5100000,948800,21300,2651,https://v19.tiktokcdn.com/06dbe1197d53a2bf8f0801759ae49390/5eec43d5/video/tos/useast2a/tos-useast2a-ve-0068c002/c54be51f76264326a1f38ded4a7fc78b/?a=1233&br=1702&bt=851&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224911010189073077388D7550&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M2g6Mzx4OzVmdDMzNjczM0ApZzg0O2RkOjs1N2c7Z2QzNGdfb3JsLzFfcnFfLS0yMTZzc18tXy4xNS0yLTEuMS4vMTU6Yw%3D%3D&vl=&vr=,original sound
Frank Sagasta,#facialmask #maskchallange #coachingbeyond #happyathome #tictok #coachsagasta #makemomsmile,434100,46300,1065,294,https://v16m.tiktokcdn.com/b8470c239be40abd1fe2ba59a113f1b4/5eec43cf/video/tos/useast2a/tos-useast2a-pve-0068/085e044527f746a3b85f5bdacb6d558c/?a=1233&br=1462&bt=731&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224911010189073077388D7550&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=ajluOnk1bjw0dDMzNjczM0ApPDhkOjM8NWRoNzM3ZGk7O2ducWFtZDMuZXFfLS0tMTZzczYyYS8zXmA0MF41MzReNmA6Yw%3D%3D&vl=&vr=,Let's Do It Again
𝓛𝓲𝓮𝓷 𝓛𝓲𝓪𝓷💜,#duet with @thecb30music lol things that happen in drive thru’s #fyp #4u #xyzcba #mcdonalds #essentialworker #coronavirus,310000,11900,144,53,https://v19.tiktokcdn.com/24679a3791c8d882275ffb70e68f284e/5eec43e1/video/tos/useast2a/tos-useast2a-pve-0068/c22b2abbb4694b349cb30e3cca9ba313/?a=1233&br=2004&bt=1002&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224911010189073077388D7550&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=MzQ7ODgzPGdrdDMzODczM0ApNGg0PDY6NmUzNzw8aWc8PGdycWQ1X25nbGtfLS1jMTZzczQ0Ly5gYTJeMzVfLzE0YWM6Yw%3D%3D&vl=&vr=,original sound
DEXTER,#nemo is on another level 🤦🏻‍♂️,2000000,239500,1570,508,https://v16m.tiktokcdn.com/30b66c36c9256380767b9ab28559372b/5eec43cf/video/tos/useast2a/tos-useast2a-ve-0068c002/9094d5d3d38c407b8d6a6e0199f96598/?a=1233&br=1814&bt=907&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224911010189073077388D7550&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M2RkcnE1Omg1dTMzOzczM0ApaWk5NDo8PDs5NzNpZzM0OmcvXzU1LjFzXzNfLS1hMTZzczU0M2JeXmBiNjFhNGAuMy06Yw%3D%3D&vl=&vr=,original sound
Esquer Fam,"""How to wash your ass."" -Cardi B. #coronavirus #tiktokviral #trending #nails #cardib #foryou #fyp #howtowashyourass #parentsoftiktok #original #100k",1400000,182100,15000,1796,https://v19.tiktokcdn.com/7211449bd40a039cdce531ca9c2ceddf/5eec43e5/video/tos/useast2a/tos-useast2a-ve-0068c004/2122ddd9b9a64f288f2a10843dadacfe/?a=1233&br=2222&bt=1111&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224911010189073077388D7550&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M2k1cW5wNjdndDMzNjczM0ApNjw8ODdnODw6N2c2Zmc7OmdoZXBgZG9sb3FfLS0yMTZzcy8uMjE1NjRfY14vYzI0YzE6Yw%3D%3D&vl=&vr=,original sound
Logan Vonne,Literally nothing😂 @kayberlinn ￼#fyp #foryoupage #xyzbca,68600,7393,29,20,https://v19.tiktokcdn.com/827307eb98a05bf87a6e78060a2af045/5eec43d4/video/tos/useast2a/tos-useast2a-ve-0068c001/7f10418c26184e508c183d3224380ab1/?a=1233&br=2884&bt=1442&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224911010189073077388D7550&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=ams4bnRoaDZkdTMzOzczM0ApOmZkMzw5NWVoN2U1aDU4OGcxaGQ1ZzA2MzNfLS1fMTZzczNeYDMyNS0uMWBjLS5iNDE6Yw%3D%3D&vl=&vr=,nothing to offer
scrunchie queen,"If you watched this, here’s your medal 🥇 for assisting me during this scrunchie surgery 😤 #tiktokpartner #learnontiktok",53300,6669,29,37,https://v19.tiktokcdn.com/cb28a117d3e91815cedcbb3b730c8d4e/5eec43da/video/tos/useast2a/tos-useast2a-ve-0068c002/fde11c2fe0764f2c8fd9c9022c0d814e/?a=1233&br=3378&bt=1689&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224911010189073077388D7550&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=amQ1NzdyOnlkdTMzOjczM0ApaTVkNmhlZWRkNzQ4NmVkZWdsMm0xbDBmMmdfLS1jMTZzcy0vYjYyL182MGE1M2BgLTQ6Yw%3D%3D&vl=&vr=,Technomancer
Kaitleen Wong,,1100000,123900,2032,954,https://v19.tiktokcdn.com/d3583d29638370fee5845754e7d1c00a/5eec43cd/video/tos/useast2a/tos-useast2a-ve-0068c001/d20f31b8a09e469fb8025d03149e0d54/?a=1233&br=3186&bt=1593&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224911010189073077388D7550&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=amZvajg2bzltdTMzOzczM0ApODU4NDxpNGQ7Nzg6Njg4OWdqcC01aTUvXzJfLS1hMTZzczI0YTJjXjUwNjUxMC8xYF46Yw%3D%3D&vl=&vr=,original sound
Leo❤️Resa,#musicmatters #MakeMomSmile #foodfam #gotthisforyou #itsaremix #fyp,492300,9905,53,62,https://v19.tiktokcdn.com/62bbbb9a818c4bb100c852a0c8d48bb3/5eec43d1/video/tos/useast2a/tos-useast2a-ve-0068c002/ad65d3b8f7ea433f8273a79baec7da8d/?a=1233&br=2208&bt=1104&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224911010189073077388D7550&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=ajZzczhpPG1wdDMzZzczM0ApPGk4Ozo6NDw7Nzs1PDlmZWdrbG0zL2Ywam9fLS02MTZzcy81MF5iYDAxYV41NTY2LTU6Yw%3D%3D&vl=&vr=,GOOBA
LEAHS,Who knows what these are 🥶 #sneakerhead #hypebeast #nike #sneakers #sneakerunboxing #unboxing,364300,17900,37,160,https://v19.tiktokcdn.com/388a3a85c69f6afdf63f85b4bd1ba256/5eec43d1/video/tos/useast2a/tos-useast2a-pve-0068/00f444e68e134e02bacde85411eb087a/?a=1233&br=2190&bt=1095&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224911010189073077388D7550&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=MzVueHV3NWxzdDMzNjczM0ApZWk2ZjVpZWQ1Nzk2aTc3OmdrLm80a2UtXnBfLS01MTZzcy8wY2AzLzAyLy1iX2NjXzM6Yw%3D%3D&vl=&vr=,original sound
Matt Corry,I can't believe he just pissed him self 😂 @dominykas #foryou #foryoupage #tiktok,5100000,107400,839,207,https://v16m.tiktokcdn.com/238808f9c540fb06afcd0a9a646cee43/5eec43d7/video/tos/useast2a/tos-useast2a-pve-0068/4668841c5ac1405cbc3b145ac71c494e/?a=1233&br=3578&bt=1789&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224911010189073077388D7550&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=ajVqaXQ6OGtrdDMzNjczM0ApOjRlOjRmNTszN2loMzk5O2dnbmhxLmRnYm9fLS1hMTZzcy4uXl41YS0zXzMzYDM0MDA6Yw%3D%3D&vl=&vr=,original sound
aleahorne145,#duet with @ennabre01 this was my literal reaction,1000000,26100,2698,397,https://v16m.tiktokcdn.com/60ddc34605e5ea35ba4699155064d270/5eec43ee/video/tos/useast2a/tos-useast2a-ve-0068c004/866c596ccc0b489386919c751ac618ec/?a=1233&br=1816&bt=908&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224911010189073077388D7550&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M3Q2d253OnNxdDMzNjczM0ApOjY8ZGY0aGVkNzhnOWloOmdzX3JvL2pfYHFfLS1iMTZzc14yYzU2Yy02YWFfMi5fXzI6Yw%3D%3D&vl=&vr=,original sound
Jalen & Kadeem,Feliz Cinco De Mayo! #twins #fyp #foryoupage #cincodemayo,682200,12200,35,39,https://v19.tiktokcdn.com/7a205b8f332a2d5328cef013822f1c3a/5eec43ce/video/tos/useast2a/tos-useast2a-ve-0068c001/304089baa46c4f4bb61ba834799dcb63/?a=1233&br=3332&bt=1666&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224911010189073077388D7550&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M3hxOjNveDN4dDMzNzczM0ApaTs7N2VkPGQ4NzlpOTU3Z2cvYGE1Y25mb2xfLS1hMTZzczQ1LTQwYy81MS4uNDAvMS06Yw%3D%3D&vl=&vr=,Patatak
dylansharkie,@justinbieber I got you bro! 😁👊🏻 #yummy #justinbieber #yummyyy #trendingsong #song #fypシ #foryourpage #foryou #fypage #pagforyou #alwayslearning,162700,6697,15,29,https://v16m.tiktokcdn.com/b807ed06415b2deb496e776596e3ddcf/5eec43d4/video/tos/useast2a/tos-useast2a-ve-0068c001/a0e7d26262b5464f8f5682aebb68c750/?a=1233&br=2928&bt=1464&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224911010189073077388D7550&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=anhwNWVsOmlndDMzNzczM0ApNGg4Z2ZlNjs6N2Q8Ojk5NWdeZ2BqNGE1bW1fLS0xMTZzczEvNjUzNV41Ll5hYTReLS06Yw%3D%3D&vl=&vr=,original sound - Maddy nigam
Andrew Smith,Yea I joined the trend 🙃#wifey #trends #joke #fyp #xyzbca,114900,3627,701,22,https://v19.tiktokcdn.com/ef957b89994e6a36b5ea08a33912adcf/5eec43d4/video/tos/useast2a/tos-useast2a-ve-0068c004/b4b87db432f148be92872ff85ddb9bd8/?a=1233&br=2728&bt=1364&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224911010189073077388D7550&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M3ZlNHE6bnVndDMzNjczM0ApaGU8ZjNmZjtlN2UzZDpmM2dfcjQzX2UwLXFfLS1eMTZzcy02My4tXmAzNGE1LmFiYjY6Yw%3D%3D&vl=&vr=,Baile Incredible
✨Carrington✨,#duet with @genius This guy sings better without Autotune!#fyp#foryou#foryoupage,3500000,634500,537,924,https://v19.tiktokcdn.com/d8d2f70926b187391b268e966e5c706f/5eec43d5/video/tos/useast2a/tos-useast2a-pve-0068/96a784f1407b472cb196c8e4e14d8bea/?a=1233&br=1494&bt=747&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224911010189073077388D7550&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M3Jkd3V5eWtodDMzaDczM0ApOTZkZ2Y7ODs1NzdmOjRkZGdiZHNhMV9fcWxfLS0vMTZzczE0MzUzYl8zYjYzYTQtNmA6Yw%3D%3D&vl=&vr=,My Truck
Kaeli Duke,I’ve learned more on tik tok than school ever taught me. #fyp #ratatouille #memorialdayweekend,3200000,420300,26000,3644,https://v16m.tiktokcdn.com/c0514332bc4712d18b962147f3745ad2/5eec43de/video/tos/useast2a/tos-useast2a-ve-0068c004/d56543579f574a1f801d89c3d5cbc8cc/?a=1233&br=3338&bt=1669&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224911010189073077388D7550&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=ajN4aXFkeHhrdTMzOzczM0ApaDo8OGg8Z2U3N2U0aTw7O2ctXjYzZGBncDBfLS01MTZzcy0vNjEtNWJgNWE1NDI2YC46Yw%3D%3D&vl=&vr=,CEO of speaking French
Ibby Abumallouh,#duet with @marcos_d.e  come on now🥺🥺#fyp#foryoupage#foryou#curlyhair,100300,3177,11,50,https://v19.tiktokcdn.com/412e73798f35166e6f3304dff18ce95a/5eec43ce/video/tos/useast2a/tos-useast2a-ve-0068c001/6002e4107e99426e8176615313deb13c/?a=1233&br=3834&bt=1917&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224911010189073077388D7550&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M3dpbjh1ZGdmdTMzZzczM0ApNDY4NDo7NTtoNzs5OThmO2dfMmM0ZTYzZTRfLS0vMTZzc2A2NS81NV8uMjJhNi5eMzU6Yw%3D%3D&vl=&vr=,original sound
Poppitlikeitshot,,237600,4340,93,43,https://v19.tiktokcdn.com/bfe1d9055126de8ef0401d8fe1f1f6b8/5eec43cf/video/tos/useast2a/tos-useast2a-ve-0068c002/86377d51c47d4c0c8e786e3ff12697c8/?a=1233&br=2634&bt=1317&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224911010189073077388D7550&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=am1pbzozPGc2dTMzNjczM0ApZ2g3ODw5ZDxnNzxoaGRmaWdyNmlqX25nNS1fLS01MTZzcy01Ly5jM19hYS4tNDFeLTM6Yw%3D%3D&vl=&vr=,som original
Lily Pina Hernandez,,301400,10200,31,71,https://v16m.tiktokcdn.com/9eada6138ca1ee220d8cf72261e388e5/5eec43d5/video/tos/useast2a/tos-useast2a-ve-0068c003/47dcbf9394a44c15adc4c09dfd0134b5/?a=1233&br=2692&bt=1346&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224911010189073077388D7550&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M2U3bDd1ZHBtdTMzNjczM0ApZ2k4OmdmMztoNzM5ZTg6N2deM2hrZTYzXi5fLS0tMTZzczY2LV9fXjMzYTZeMy8uY2A6Yw%3D%3D&vl=&vr=,original sound
Marilu GM,Si nos salieron😄 #cuarentena #parati,850600,90300,3026,297,https://v19.tiktokcdn.com/9b844ea0fafded340a250aacc757fb1f/5eec43d3/video/tos/useast2a/tos-useast2a-ve-0068c001/81138888eb07414e8bc5b7b6f912bbc6/?a=1233&br=2114&bt=1057&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224911010189073077388D7550&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M21wNHE6bmx3dTMzNjczM0ApZDszaTs0PGQ6NzU1ZGg0NWdzaC0zX2Vncy1fLS1eMTZzcy80LS42YGJjLWEvXzJjYmM6Yw%3D%3D&vl=&vr=,Run free
Aspen Denver,DIY LIFE HACK #fyp #foryou #foryoupage #foryourpage #fup #4u #lifehacks #skincareroutine #viral #diy #meme #InTheHouseparty #follow #like,853400,87900,478,1315,https://v19.tiktokcdn.com/7639ea702b3b9f7a78c473d3f1f7a7de/5eec43d1/video/tos/useast2a/tos-useast2a-ve-0068c003/fb2bf5c20fe74c448edb5a4210553029/?a=1233&br=1730&bt=865&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224911010189073077388D7550&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=ajZtdW92cW81dTMzNjczM0ApZDZoODRlO2U4NztkaDw2OmctNWcuajNvZS1fLS0tMTZzc2MxYjJiMDMxYmMyMjYtNl46Yw%3D%3D&vl=&vr=,Say So
Jord Luhn,🤷🏼‍♀️ @nosamnhul #fyp #aye,604000,44000,278,130,https://v16m.tiktokcdn.com/bd161ee28fbf4d018a503f6a502a5a56/5eec43d6/video/tos/useast2a/tos-useast2a-ve-0068c003/745c30c124944892883d9d57fe8df0ac/?a=1233&br=2148&bt=1074&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224911010189073077388D7550&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M2R4M3Fxd2dvdDMzNjczM0ApNTczNjg4OGU0Nzo8OGQ5OmdvMzNobjQwLW9fLS1eMTZzc14tYDVeMTA1YzJeMzNhLTM6Yw%3D%3D&vl=&vr=,Float on the Sound (Ey)
Shahid Anwar,#money #foryou #foryou #ticktok #trending #trendingindia #americanboy,3900000,211700,1504,1535,https://v16m.tiktokcdn.com/c594b6317f99796e6003ed5cfedd5950/5eec43cd/video/tos/useast2a/tos-useast2a-ve-0068c002/4839592f9c924206a1ad404eae5693fc/?a=1233&br=4824&bt=2412&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224911010189073077388D7550&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=ajRzczVyOm93dTMzNjczM0ApZTo7Zmk2ZWU6NzhpODY7OmcyLm4wbDAvZS9fLS1eMTZzc2M1LjMtMzY2NGM1MmAxYDU6Yw%3D%3D&vl=&vr=,original sound
AVA LUDWIG,took me 19 yrs to realize the right way to close the cereal box #fyp,1800000,173200,4683,835,https://v19.tiktokcdn.com/bfcbb656d6700de0fce1813056216e37/5eec43d6/video/tos/useast2a/tos-useast2a-ve-0068c002/69407dd07a3041878f27638bad87b809/?a=1233&br=3260&bt=1630&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224911010189073077388D7550&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M2c4N3N1c2tudDMzNjczM0ApZ2Y1NGk6ZDw6NzZnPGU0M2dycWsxZmNsYnFfLS01MTZzczUwMzYwMV8wMF4vNjBiYTU6Yw%3D%3D&vl=&vr=,original sound
Jessica,#relationship #stayhomestaystrong #loungewear #collegememories #voiceover #keepingbusy #progamer #makemefamous,1500000,114900,40400,667,https://v16m.tiktokcdn.com/802472bcd7b0e8be40e85b1b44a40fde/5eec43d3/video/tos/useast2a/tos-useast2a-ve-0068c002/8cad3008edf04df6a0ba21d54f6be2fa/?a=1233&br=1042&bt=521&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224911010189073077388D7550&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M3U0azo8a284dDMzZDczM0ApNTloZmhlZmU1NzY3NmhmaWdtMGY2XmleXmBfLS01MTZzcy40NmE0YTJiYjReYGEwNTI6Yw%3D%3D&vl=&vr=,original sound
graciehawj,#fyp #drawing #art,222300,5190,33,81,https://v19.tiktokcdn.com/aab64930b47e97e987a380207a7217e6/5eec43cf/video/tos/useast2a/tos-useast2a-ve-0068c004/68e5df22cf9c4db5ab8a28455daddca3/?a=1233&br=2586&bt=1293&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224911010189073077388D7550&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=M2t2aHZnPGR5dDMzNjczM0ApNGY4ZzdnOGU7N2U7NDtlPGdqajVrNS5mcW5fLS0yMTZzcy82NTAvLzE1YF4uXy9eYF86Yw%3D%3D&vl=&vr=,originalljud
gina.got.it,Where does it connect to?,1900000,279500,678,3220,https://v19.tiktokcdn.com/d12e1b96b8c5d712a665154fc09e6ae9/5eec43d5/video/tos/useast2a/tos-useast2a-pve-0068/f6979f0913df4722af61190f4941ae1b/?a=1233&br=2504&bt=1252&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224911010189073077388D7550&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=ajVudHNucmRydDMzZzczM0ApZ2VmZWczNTs7NzU8NjU5OWdgYHJqMi5tanBfLS02MTZzcy5eNWJjLy5iMTZjYTUyYDE6Yw%3D%3D&vl=&vr=,original sound
Noe world,who did it 😡,336400,25200,346,680,https://v19.tiktokcdn.com/e0ce9afe6be930d3751653598e547a15/5eec43d6/video/tos/useast2a/tos-useast2a-ve-0068c001/279934ea205f4d00ae9425a6bf632f08/?a=1233&br=3294&bt=1647&cr=0&cs=0&dr=0&ds=3&er=&l=20200618224911010189073077388D7550&lr=tiktok_m&mime_type=video_mp4&qs=0&rc=am5raXJ5eTMzdDMzNjczM0ApNTZnN2Y0ZWU8NzU0NGU4Nmcya24yMV9nNHNfLS1eMTZzczZeYS0yNGI1Y2MtNC1jNmI6Yw%3D%3D&vl=&vr=,original sound
